Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"CST2","Cystatin SA","Protein Coding","P09228","37","GC20M023823","1.02592492103577","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CST2"
"DGCR2","DiGeorge Syndrome Critical Region Gene 2","Protein Coding","P98153","49","GC22M019900","1.02500033378601","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DGCR2"
"OTX2-AS1","OTX2 Antisense RNA 1 (Head To Head)","RNA Gene","","18","GC14P056813","1.02222347259521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OTX2-AS1"
"KLHL7-DT","KLHL7 Divergent Transcript","RNA Gene","","15","GC07M023526","1.02222347259521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLHL7-DT"
"SEPTIN7P14","Septin 7 Pseudogene 14","Pseudogene","","11","GC04P121394","1.02222347259521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEPTIN7P14"
"SLC1A2-AS1","SLC1A2 Antisense RNA 1","RNA Gene","","11","GC11P035281","1.02222347259521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC1A2-AS1"
"CYP2C18","Cytochrome P450 Family 2 Subfamily C Member 18","Protein Coding","P33260","49","GC10P106753","1.02215039730072","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP2C18"
"LINC02699","Long Intergenic Non-Protein Coding RNA 2699","RNA Gene","","10","GC11P025453","1.02198159694672","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02699"
"ENSG00000287725","Novel Protein, TPCN2 - SMIM38 Readthrough","Protein Coding","","8","GC11P069072","1.02198159694672","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000287725"
"TPTE2-AS1","TPTE2 Antisense RNA 1","RNA Gene","","12","GC13P019587","1.0217033624649","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPTE2-AS1"
"MMADHC","Metabolism Of Cobalamin Associated D","Protein Coding","Q9H3L0","50","GC02M149569","1.02078652381897","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMADHC"
"AQP6","Aquaporin 6","Protein Coding","Q13520","44","GC12P049967","1.02052390575409","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AQP6"
"MIR3915","MicroRNA 3915","RNA Gene","","11","GC0XM032603","1.01746702194214","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3915"
"LOC106128906","KLK2 Upstream Enhancer/Promoter Region","Functional Element","","2","GC19P050866","1.01741576194763","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC106128906"
"ZHX1","Zinc Fingers And Homeoboxes 1","Protein Coding","Q9UKY1","45","GC08M123248","1.0173020362854","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZHX1"
"HACD2","3-Hydroxyacyl-CoA Dehydratase 2","Protein Coding","Q6Y1H2","40","GC03M123490","1.0173020362854","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HACD2"
"EMC4","ER Membrane Protein Complex Subunit 4","Protein Coding","Q5J8M3","39","GC15P147907","1.0173020362854","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EMC4"
"GSC","Goosecoid Homeobox","Protein Coding","P56915","49","GC14M094768","1.01707625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSC"
"SIGLEC10","Sialic Acid Binding Ig Like Lectin 10","Protein Coding","Q96LC7","44","GC19M051410","1.01680445671082","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIGLEC10"
"GGN","Gametogenetin","Protein Coding","Q86UU5","41","GC19M088861","1.0143449306488","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GGN"
"MIR4659A","MicroRNA 4659a","RNA Gene","","17","GC08P006745","1.0143449306488","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4659A"
"CSN3","Casein Kappa","Protein Coding","P07498","45","GC04P070242","1.01374554634094","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSN3"
"KDELR3","KDEL Endoplasmic Reticulum Protein Retention Receptor 3","Protein Coding","O43731","42","GC22P038468","1.01374554634094","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KDELR3"
"NAT8","N-Acetyltransferase 8 (Putative)","Protein Coding","Q9UHE5","43","GC02M073640","1.01364898681641","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAT8"
"EIF2D","Eukaryotic Translation Initiation Factor 2D","Protein Coding","P41214","42","GC01M206571","1.0131676197052","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF2D"
"CYTL1","Cytokine Like 1","Protein Coding","Q9NRR1","37","GC04M005083","1.01274704933167","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYTL1"
"FAM74A7","Family With Sequence Similarity 74 Member A7","RNA Gene","A6NL05","13","GC09P055909","1.01233899593353","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM74A7"
"SEMG2","Semenogelin 2","Protein Coding","Q02383","41","GC20P045221","1.00822830200195","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEMG2"
"SNAP25","Synaptosome Associated Protein 25","Protein Coding","P60880","58","GC20P010222","1.00754857063293","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNAP25"
"KLHDC2","Kelch Domain Containing 2","Protein Coding","Q9Y2U9","44","GC14P049974","1.00603890419006","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLHDC2"
"LINC00309","Long Intergenic Non-Protein Coding RNA 309","RNA Gene","","21","GC02M064185","1.00530362129211","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00309"
"METTL25B","Methyltransferase Like 25B","Protein Coding","Q96FB5","32","GC01P160790","1.00522804260254","https://www.genecards.org/cgi-bin/carddisp.pl?gene=METTL25B"
"MIR4251","MicroRNA 4251","RNA Gene","","11","GC01P011170","1.00522804260254","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4251"
"RAB3GAP2","RAB3 GTPase Activating Non-Catalytic Protein Subunit 2","Protein Coding","Q9H2M9","48","GC01M220208","1.00509333610535","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB3GAP2"
"MIR4766","MicroRNA 4766","RNA Gene","","19","GC22M040813","1.00509333610535","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4766"
"UBQLN3","Ubiquilin 3","Protein Coding","Q9H347","43","GC11M010440","1.00263333320618","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBQLN3"
"UBTD2","Ubiquitin Domain Containing 2","Protein Coding","Q8WUN7","38","GC05M172209","1.00262343883514","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBTD2"
"NEGR1","Neuronal Growth Regulator 1","Protein Coding","Q7Z3B1","46","GC01M071395","1.00121057033539","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEGR1"
"RNF138","Ring Finger Protein 138","Protein Coding","Q8WVD3","41","GC18P032091","0.998702883720398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF138"
"LIN28B-AS1","LIN28B Antisense RNA 1","RNA Gene","","18","GC06M104864","0.998702883720398","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIN28B-AS1"
"SCN1A-AS1","SCN1A And SCN9A Antisense RNA 1","RNA Gene","","22","GC02P165959","0.996722280979156","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCN1A-AS1"
"LINC03041","Long Intergenic Non-Protein Coding RNA 3041","RNA Gene","A6NGG3","24","GC09M016203","0.995343446731567","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC03041"
"YPEL3","Yippee Like 3","Protein Coding","P61236","44","GC16M043236","0.994266211986542","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YPEL3"
"GPR50","G Protein-Coupled Receptor 50","Protein Coding","Q13585","49","GC0XP151176","0.994126200675964","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR50"
"LCA5","Lebercilin LCA5","Protein Coding","Q86VQ0","48","GC06M079484","0.993543863296509","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LCA5"
"RPL21P4","Ribosomal Protein L21 Pseudogene 4","Pseudogene","","8","GC17P043079","0.993176937103271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL21P4"
"LNPK","Lunapark, ER Junction Formation Factor","Protein Coding","Q9C0E8","42","GC02M175924","0.990394353866577","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LNPK"
"ARL13B","ADP Ribosylation Factor Like GTPase 13B","Protein Coding","Q3SXY8","48","GC03P093980","0.990015923976898","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARL13B"
"IL22RA2","Interleukin 22 Receptor Subunit Alpha 2","Protein Coding","Q969J5","45","GC06M137143","0.989219546318054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL22RA2"
"ADM2","Adrenomedullin 2","Protein Coding","Q7Z4H4","42","GC22P050481","0.989044189453125","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADM2"
"MIR1913","MicroRNA 1913","RNA Gene","","15","GC06M166509","0.988903999328613","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1913"
"APOBEC2","Apolipoprotein B MRNA Editing Enzyme Catalytic Subunit 2","Protein Coding","Q9Y235","43","GC06P041053","0.988413155078888","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOBEC2"
"MBNL3","Muscleblind Like Splicing Regulator 3","Protein Coding","Q9NUK0","45","GC0XM132369","0.987845838069916","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MBNL3"
"MCEE","Methylmalonyl-CoA Epimerase","Protein Coding","Q96PE7","48","GC02M071110","0.987277507781982","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCEE"
"SYDE1","Synapse Defective Rho GTPase Homolog 1","Protein Coding","Q6ZW31","39","GC19P015107","0.986815810203552","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYDE1"
"GTPBP8","GTP Binding Protein 8 (Putative)","Protein Coding","Q8N3Z3","36","GC03P112990","0.986815810203552","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTPBP8"
"VCY","Variable Charge Y-Linked","Protein Coding","O14598","29","GC0YM013986","0.986747741699219","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VCY"
"PSD2","Pleckstrin And Sec7 Domain Containing 2","Protein Coding","Q9BQI7","37","GC05P139742","0.985937178134918","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSD2"
"ZBTB34","Zinc Finger And BTB Domain Containing 34","Protein Coding","Q8NCN2","36","GC09P126860","0.985937178134918","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZBTB34"
"CAMTA2","Calmodulin Binding Transcription Activator 2","Protein Coding","O94983","40","GC17M016411","0.984413146972656","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAMTA2"
"PLPPR3","Phospholipid Phosphatase Related 3","Protein Coding","Q6T4P5","41","GC19M018687","0.983900427818298","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLPPR3"
"ACSF3","Acyl-CoA Synthetase Family Member 3","Protein Coding","Q4G176","51","GC16P089088","0.983725368976593","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACSF3"
"RAPGEF4","Rap Guanine Nucleotide Exchange Factor 4","Protein Coding","Q8WZA2","48","GC02P172735","0.983725368976593","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAPGEF4"
"NMUR1","Neuromedin U Receptor 1","Protein Coding","Q9HB89","45","GC02M232237","0.983725368976593","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NMUR1"
"PEX1","Peroxisomal Biogenesis Factor 1","Protein Coding","O43933","53","GC07M092487","0.982805013656616","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEX1"
"LINC01703","Long Intergenic Non-Protein Coding RNA 1703","RNA Gene","","14","GC01P226085","0.982805013656616","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01703"
"EML1","EMAP Like 1","Protein Coding","O00423","49","GC14P099737","0.982413589954376","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EML1"
"COL20A1","Collagen Type XX Alpha 1 Chain","Protein Coding","Q9P218","43","GC20P063293","0.98125034570694","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL20A1"
"SLC34A3","Solute Carrier Family 34 Member 3","Protein Coding","Q8N130","50","GC09P139922","0.980656862258911","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC34A3"
"KCND1","Potassium Voltage-Gated Channel Subfamily D Member 1","Protein Coding","Q9NSA2","44","GC0XM048961","0.978598058223724","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCND1"
"TMEM241","Transmembrane Protein 241","Protein Coding","Q24JQ0","34","GC18M023197","0.978598058223724","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM241"
"UNC119B","Unc-119 Lipid Binding Chaperone B","Protein Coding","A6NIH7","43","GC12P120710","0.977190971374512","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UNC119B"
"TXNDC11","Thioredoxin Domain Containing 11","Protein Coding","Q6PKC3","39","GC16M011679","0.975703716278076","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TXNDC11"
"EMC8","ER Membrane Protein Complex Subunit 8","Protein Coding","O43402","40","GC16M085771","0.975041151046753","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EMC8"
"MACIR","Macrophage Immunometabolism Regulator","Protein Coding","Q96GV9","37","GC05P103259","0.975041151046753","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MACIR"
"ODR4","Odr-4 GPCR Localization Factor Homolog","Protein Coding","Q5SWX8","36","GC01P186378","0.975041151046753","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ODR4"
"MIR602","MicroRNA 602","RNA Gene","","18","GC09P137838","0.975041151046753","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR602"
"ERVMER34-1","Endogenous Retrovirus Group MER34 Member 1, Envelope","Protein Coding","Q9H9K5","32","GC04M052722","0.974718928337097","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERVMER34-1"
"MSLNL","Mesothelin Like","Pseudogene","Q96KJ4","24","GC16M017238","0.974462747573853","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSLNL"
"CLSTN1","Calsyntenin 1","Protein Coding","O94985","43","GC01M013289","0.973918378353119","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLSTN1"
"CLCA3P","Chloride Channel Accessory 3, Pseudogene","Pseudogene","Q9Y6N3","26","GC01P086634","0.972396612167358","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLCA3P"
"LRIT1","Leucine Rich Repeat, Ig-Like And Transmembrane Domains 1","Protein Coding","Q9P2V4","42","GC10M084231","0.971844434738159","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRIT1"
"DGKQ","Diacylglycerol Kinase Theta","Protein Coding","P52824","50","GC04M000958","0.970220267772675","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DGKQ"
"FAM184A","Family With Sequence Similarity 184 Member A","Protein Coding","Q8NB25","38","GC06M118959","0.965717971324921","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM184A"
"SLA2","Src Like Adaptor 2","Protein Coding","Q9H6Q3","44","GC20M036613","0.965530693531036","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLA2"
"MOGAT1","Monoacylglycerol O-Acyltransferase 1","Protein Coding","Q96PD6","40","GC02P222671","0.965446472167969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MOGAT1"
"ZNF449","Zinc Finger Protein 449","Protein Coding","Q6P9G9","37","GC0XP135344","0.965446472167969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF449"
"ZNF329","Zinc Finger Protein 329","Protein Coding","Q86UD4","36","GC19M089600","0.965446472167969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF329"
"MIR2277","MicroRNA 2277","RNA Gene","","16","GC05M093620","0.965080499649048","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR2277"
"IKBIP","IKBKB Interacting Protein","Protein Coding","Q70UQ0","42","GC12M098613","0.965036869049072","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IKBIP"
"FOXN1","Forkhead Box N1","Protein Coding","O15353","50","GC17P028506","0.964575052261353","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXN1"
"COCH","Cochlin","Protein Coding","O43405","50","GC14P030874","0.964020669460297","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COCH"
"GMEB1","Glucocorticoid Modulatory Element Binding Protein 1","Protein Coding","Q9Y692","37","GC01P034798","0.964020669460297","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GMEB1"
"BRD10","Bromodomain Containing 10","Protein Coding","Q5HYC2","35","GC09M005878","0.964020669460297","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRD10"
"LOC109029530","HSD3B2 5' Regulatory Region","Functional Element","","7","GC01P119515","0.963208019733429","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC109029530"
"ETNK2","Ethanolamine Kinase 2","Protein Coding","Q9NVF9","45","GC01M204100","0.963054776191711","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ETNK2"
"BHLHE40-AS1","BHLHE40 Antisense RNA 1","RNA Gene","","16","GC03M004900","0.963054776191711","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BHLHE40-AS1"
"ATP23","ATP23 Metallopeptidase And ATP Synthase Assembly Factor Homolog","Protein Coding","Q9Y6H3","39","GC12P059719","0.960713565349579","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP23"
"OR2J2","Olfactory Receptor Family 2 Subfamily J Member 2","Protein Coding","O76002","35","GC06P029170","0.960643649101257","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OR2J2"
"RSPH9","Radial Spoke Head Component 9","Protein Coding","Q9H1X1","45","GC06P125711","0.959416031837463","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RSPH9"
"RFX7","Regulatory Factor X7","Protein Coding","Q2KHR2","40","GC15M056087","0.959300637245178","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RFX7"
"GRAMD4","GRAM Domain Containing 4","Protein Coding","Q6IC98","40","GC22P065390","0.959234118461609","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRAMD4"
"FAM114A2","Family With Sequence Similarity 114 Member A2","Protein Coding","Q9NRY5","41","GC05M153990","0.958937764167786","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM114A2"
"SNRNP27","Small Nuclear Ribonucleoprotein U4/U6.U5 Subunit 27","Protein Coding","Q8WVK2","39","GC02P069893","0.958937764167786","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRNP27"
"DM1-AS","DM1 Locus Antisense RNA","RNA Gene","","18","GC19P103294","0.954921007156372","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DM1-AS"
"LOC107075317","Origin Of Replication In DMPK Trinucleotide Repeat Region","Functional Element","","8","GC19P045766","0.954921007156372","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC107075317"
"CTSLP8","Cathepsin L Pseudogene 8","Pseudogene","","10","GC09P087844","0.95317018032074","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTSLP8"
"DBET","D4Z4 Binding Element Transcript","RNA Gene","","19","GC04P190199","0.952657878398895","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DBET"
"NAP1L5","Nucleosome Assembly Protein 1 Like 5","Protein Coding","Q96NT1","42","GC04M088695","0.952379405498505","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAP1L5"
"ODAD1","Outer Dynein Arm Docking Complex Subunit 1","Protein Coding","Q96M63","41","GC19M089150","0.951668441295624","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ODAD1"
"SLC7A13","Solute Carrier Family 7 Member 13","Protein Coding","Q8TCU3","38","GC08M086214","0.951316773891449","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC7A13"
"GPM6B","Glycoprotein M6B","Protein Coding","Q13491","45","GC0XM014568","0.950567841529846","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPM6B"
"ACOT12","Acyl-CoA Thioesterase 12","Protein Coding","Q8WYK0","44","GC05M081309","0.950117588043213","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACOT12"
"SNORD36C","Small Nucleolar RNA, C/D Box 36C","RNA Gene","","17","GC09P139662","0.949987351894379","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD36C"
"LINC02817","Long Intergenic Non-Protein Coding RNA 2817","RNA Gene","","15","GC01M221330","0.949987351894379","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02817"
"LOC338694","Uncharacterized LOC338694","RNA Gene","","13","GC11M069138","0.949987351894379","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC338694"
"C12orf42-AS1","C12orf42 Antisense RNA 1","RNA Gene","","12","GC12P103153","0.949987351894379","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C12orf42-AS1"
"LINC02151","Long Intergenic Non-Protein Coding RNA 2151","RNA Gene","","11","GC11M122221","0.949987351894379","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02151"
